,AMD16_Normal,AMD16_Reordered,AMD64_Normal,AMD64_Reordered,AMD48_Normal,AMD48_Reordered,AMD128_Normal,AMD128_Reordered,SKY32_Normal,SKY32_Reordered,ICE72_Normal,ICE72_Reordered,ARM_Normal,ARM_Reordered,HUA_Normal,HUA_Reordered
./Boeing/crystm03/crystm03.mtx,2.653E-05,2.797E-05,1.753E-05,1.724E-05,1.893E-05,1.814E-05,1.989E-05,1.894E-05,2.228E-05,2.323E-05,1.025E-05,1.065E-05,5.188E-05,4.938E-05,0.00016492,0.00016625
./Boeing/nasa2910/nasa2910.mtx,7.58E-06,7.14E-06,8.45E-06,9.12E-06,6.77E-06,6.78E-06,9.15E-06,9.12E-06,9.58E-06,8.57E-06,5.42E-06,5.4E-06,3.465E-05,3.346E-05,0.00016548,0.00016586
./Boeing/nasa4704/nasa4704.mtx,4.38E-06,4.18E-06,8.48E-06,8.48E-06,5.12E-06,5.05E-06,8.11E-06,8.07E-06,6.21E-06,6.91E-06,5.39E-06,5.36E-06,3.914E-05,4.043E-05,0.00016361,0.00016193
./Boeing/pcrystk02/pcrystk02.mtx,2.44E-05,2.493E-05,1.672E-05,1.633E-05,1.769E-05,1.822E-05,1.916E-05,1.912E-05,2.538E-05,2.181E-05,9.75E-06,1.016E-05,5.073E-05,4.488E-05,0.00016503,0.00016584
./Bomhof/circuit_4/circuit_4.mtx,5.673E-05,5.341E-05,6.029E-05,5.504E-05,5.14E-05,4.649E-05,5.764E-05,4.83E-05,7.598E-05,7.029E-05,5.644E-05,4.949E-05,0.00015341,0.00012491,0.00018495,0.00016834
./Brethour/coater2/coater2.mtx,1.198E-05,1.188E-05,1.164E-05,1.173E-05,9.66E-06,9.96E-06,1.164E-05,1.226E-05,1.151E-05,1.107E-05,6.98E-06,6.97E-06,4.282E-05,4.222E-05,4.544E-05,4.517E-05
./Cote/mplate/mplate.mtx,5.42E-06,5.05E-06,8.94E-06,9.19E-06,5.79E-06,6.18E-06,9.09E-06,8.95E-06,6.15E-06,6.22E-06,5.37E-06,5.46E-06,3.265E-05,3.957E-05,4.342E-05,4.391E-05
./Cote/vibrobox/vibrobox.mtx,2.85E-05,2.752E-05,1.511E-05,1.507E-05,1.615E-05,1.746E-05,1.683E-05,1.818E-05,2.298E-05,2.216E-05,9.51E-06,9.28E-06,3.772E-05,2.973E-05,4.628E-05,4.538E-05
./DRIVCAV/cavity16/cavity16.mtx,8.34E-06,8.45E-06,1.003E-05,1.003E-05,7.83E-06,7.97E-06,1.044E-05,1.053E-05,8.64E-06,1.006E-05,6.06E-06,6.07E-06,3.569E-05,3.885E-05,0.00016273,0.00016104
./DRIVCAV/cavity17/cavity17.mtx,8.43E-06,8.52E-06,9.78E-06,1.018E-05,7.83E-06,7.95E-06,1.041E-05,1.055E-05,8.67E-06,9.96E-06,6.16E-06,6.06E-06,3.569E-05,3.809E-05,0.00016253,0.00015829
./DRIVCAV/cavity18/cavity18.mtx,8.35E-06,8.42E-06,1.004E-05,1.014E-05,7.81E-06,8E-06,1.029E-05,1.045E-05,7.96E-06,9.23E-06,6.08E-06,6.11E-06,3.558E-05,3.879E-05,0.00016094,0.00016027
./DRIVCAV/cavity19/cavity19.mtx,8.47E-06,8.45E-06,9.9E-06,1.037E-05,7.83E-06,8E-06,1.034E-05,1.056E-05,8.44E-06,1.029E-05,6.14E-06,6.09E-06,3.53E-05,3.83E-05,0.00016111,0.00016142
./DRIVCAV/cavity20/cavity20.mtx,8.37E-06,8.42E-06,9.99E-06,1.011E-05,7.88E-06,7.98E-06,1.047E-05,1.053E-05,8.39E-06,1.033E-05,6.14E-06,6.07E-06,3.609E-05,3.849E-05,0.00016075,0.00016047
./DRIVCAV/cavity21/cavity21.mtx,8.44E-06,8.5E-06,1.001E-05,1.02E-05,7.82E-06,7.99E-06,1.041E-05,1.021E-05,8.77E-06,9.87E-06,6.18E-06,6.08E-06,3.569E-05,3.835E-05,0.00016245,0.00015958
./DRIVCAV/cavity22/cavity22.mtx,8.35E-06,8.41E-06,9.79E-06,9.99E-06,7.73E-06,7.82E-06,1.036E-05,1.041E-05,8.6E-06,9.1E-06,6.12E-06,6.1E-06,3.568E-05,3.882E-05,0.00016103,0.00016264
./DRIVCAV/cavity23/cavity23.mtx,8.4E-06,8.48E-06,1E-05,1.025E-05,7.81E-06,8E-06,1.039E-05,1.049E-05,8.66E-06,9.57E-06,6.12E-06,6.1E-06,3.548E-05,3.816E-05,0.00016388,0.00016236
./DRIVCAV/cavity24/cavity24.mtx,8.38E-06,8.39E-06,9.96E-06,1.008E-05,7.77E-06,7.84E-06,1.044E-05,1.051E-05,8.29E-06,9.41E-06,6.15E-06,6.09E-06,3.559E-05,3.875E-05,0.00016016,0.00015782
./DRIVCAV/cavity25/cavity25.mtx,8.42E-06,8.5E-06,9.94E-06,1.021E-05,7.82E-06,7.93E-06,1.053E-05,1.054E-05,8.49E-06,9.55E-06,6.14E-06,6.11E-06,3.567E-05,3.82E-05,0.00015987,0.00016143
./DRIVCAV/cavity26/cavity26.mtx,8.37E-06,8.41E-06,1E-05,1.003E-05,7.79E-06,7.87E-06,1.035E-05,1.057E-05,8.32E-06,9.91E-06,6.12E-06,6.13E-06,3.57E-05,3.89E-05,0.00016149,0.00015823
./FIDAP/ex19/ex19.mtx,1.342E-05,1.707E-05,1.279E-05,1.19E-05,1.12E-05,1.289E-05,1.294E-05,1.458E-05,1.343E-05,1.596E-05,7.51E-06,6.9E-06,4.336E-05,3.639E-05,4.604E-05,4.335E-05
./FIDAP/ex35/ex35.mtx,1.183E-05,1.55E-05,1.16E-05,1.113E-05,1.032E-05,1.117E-05,1.258E-05,1.311E-05,1.255E-05,1.279E-05,6.96E-06,6.51E-06,4.369E-05,3.745E-05,0.00016555,0.00016354
./FIDAP/ex40/ex40.mtx,2.686E-05,2.713E-05,1.688E-05,1.708E-05,1.685E-05,1.763E-05,1.821E-05,1.897E-05,2.831E-05,2.325E-05,1.036E-05,1.029E-05,4.561E-05,4.035E-05,0.00016429,0.00016467
./Garon/garon2/garon2.mtx,2.771E-05,2.023E-05,1.531E-05,1.492E-05,1.716E-05,1.487E-05,1.748E-05,1.792E-05,2.384E-05,1.886E-05,9.81E-06,9.36E-06,4.43E-05,4.839E-05,0.00016619,0.00016218
./Goodwin/goodwin/goodwin.mtx,1.92E-05,1.883E-05,1.414E-05,1.396E-05,1.317E-05,1.386E-05,1.517E-05,1.586E-05,1.689E-05,1.671E-05,8.84E-06,8.64E-06,4.618E-05,4.539E-05,4.712E-05,4.725E-05
./Graham/graham1/graham1.mtx,2.191E-05,2.088E-05,1.459E-05,1.492E-05,1.335E-05,1.423E-05,1.503E-05,1.674E-05,1.926E-05,1.779E-05,8.67E-06,8.42E-06,3.263E-05,3.796E-05,0.00016716,0.00016474
./Grund/bayer01/bayer01.mtx,1.69E-05,2.17E-05,1.459E-05,1.664E-05,1.295E-05,1.313E-05,1.512E-05,1.575E-05,1.298E-05,1.858E-05,7.7E-06,7.87E-06,4.502E-05,4.475E-05,0.00016798,0.00016596
./Hamm/bcircuit/bcircuit.mtx,2.344E-05,2.769E-05,1.869E-05,1.944E-05,1.606E-05,1.564E-05,1.856E-05,1.756E-05,1.901E-05,2.361E-05,8.77E-06,8.69E-06,4.273E-05,5.126E-05,0.00016809,0.00016562
./Hamm/hcircuit/hcircuit.mtx,4.652E-05,2.993E-05,2.438E-05,1.97E-05,2.548E-05,2.233E-05,2.47E-05,2.303E-05,3.715E-05,2.299E-05,1.516E-05,1.012E-05,5.379E-05,4.587E-05,0.00016983,0.00016517
./Hamm/scircuit/scircuit.mtx,0.00010399,0.0001029,3.915E-05,3.624E-05,4.631E-05,3.71E-05,3.486E-05,3.558E-05,7.068E-05,6.305E-05,1.611E-05,1.561E-05,6.258E-05,5.96E-05,0.00017568,0.00016898
./Hollinger/g7jac040/g7jac040.mtx,8.29E-06,1.136E-05,1.031E-05,9.85E-06,7.59E-06,8.7E-06,1.051E-05,1.131E-05,8.4E-06,1.144E-05,5.72E-06,5.76E-06,3.694E-05,2.672E-05,0.00016863,0.00016569
./Hollinger/g7jac040sc/g7jac040sc.mtx,8.33E-06,1.136E-05,1.036E-05,9.8E-06,7.44E-06,8.77E-06,1.035E-05,1.123E-05,8.37E-06,1.141E-05,5.69E-06,5.79E-06,3.715E-05,2.667E-05,0.00016267,0.00016733
./Hollinger/g7jac050sc/g7jac050sc.mtx,1.084E-05,1.78E-05,1.151E-05,1.192E-05,8.87E-06,1.097E-05,1.146E-05,1.309E-05,9.5E-06,1.581E-05,6.35E-06,6.98E-06,4.061E-05,2.412E-05,4.407E-05,4.461E-05
./Hollinger/g7jac060/g7jac060.mtx,1.314E-05,2.045E-05,1.218E-05,1.284E-05,1.061E-05,1.305E-05,1.308E-05,1.473E-05,1.083E-05,1.669E-05,6.8E-06,7.88E-06,3.693E-05,2.492E-05,0.00016724,0.00016695
./Hollinger/g7jac060sc/g7jac060sc.mtx,1.318E-05,2.045E-05,1.217E-05,1.325E-05,1.055E-05,1.303E-05,1.298E-05,1.441E-05,1.084E-05,1.677E-05,6.82E-06,7.89E-06,3.733E-05,2.433E-05,0.00016439,0.00016823
./Hollinger/g7jac080/g7jac080.mtx,1.906E-05,4.348E-05,1.481E-05,2.379E-05,1.338E-05,2.309E-05,1.543E-05,2.009E-05,1.508E-05,4.681E-05,7.77E-06,1.697E-05,3.224E-05,4.834E-05,0.000168,0.00016653
./Hollinger/g7jac080sc/g7jac080sc.mtx,1.908E-05,4.342E-05,1.485E-05,2.368E-05,1.337E-05,2.317E-05,1.54E-05,1.998E-05,1.525E-05,4.681E-05,7.79E-06,1.697E-05,3.241E-05,4.802E-05,0.00016709,0.00016645
./Hollinger/g7jac100/g7jac100.mtx,2.514E-05,4.946E-05,1.673E-05,2.378E-05,1.608E-05,2.85E-05,1.716E-05,2.305E-05,1.965E-05,4.52E-05,9.05E-06,1.81E-05,3.323E-05,4.743E-05,0.00016794,0.00016744
./Hollinger/g7jac100sc/g7jac100sc.mtx,2.51E-05,4.945E-05,1.675E-05,2.375E-05,1.592E-05,2.836E-05,1.717E-05,2.29E-05,1.961E-05,4.517E-05,8.91E-06,1.813E-05,3.299E-05,4.716E-05,0.0001671,0.0001662
./Hollinger/g7jac120/g7jac120.mtx,3.115E-05,7.867E-05,1.787E-05,3.774E-05,1.839E-05,4.295E-05,1.913E-05,2.849E-05,2.443E-05,7.867E-05,1.012E-05,2.962E-05,3.489E-05,8.107E-05,0.00016946,0.00016645
./Hollinger/g7jac120sc/g7jac120sc.mtx,3.097E-05,7.869E-05,1.787E-05,3.792E-05,1.83E-05,4.273E-05,1.907E-05,3.031E-05,2.367E-05,7.875E-05,1.015E-05,2.954E-05,3.502E-05,8.145E-05,0.00016816,0.00016732
./Hollinger/g7jac140/g7jac140.mtx,3.562E-05,6.19E-05,1.999E-05,3.339E-05,2.048E-05,3.702E-05,2.129E-05,2.822E-05,2.855E-05,5.004E-05,1.122E-05,3.006E-05,3.708E-05,6.839E-05,0.00016949,0.00016389
./Hollinger/g7jac140sc/g7jac140sc.mtx,3.547E-05,6.196E-05,1.988E-05,3.349E-05,2.084E-05,3.572E-05,2.107E-05,3.05E-05,2.823E-05,5.001E-05,1.115E-05,3.006E-05,3.675E-05,6.874E-05,0.00016933,0.00016794
./Hollinger/g7jac160/g7jac160.mtx,4.035E-05,0.00010893,2.229E-05,4.938E-05,2.337E-05,5.561E-05,2.237E-05,3.579E-05,2.867E-05,0.00010173,1.244E-05,3.904E-05,3.974E-05,0.0001098,0.00016967,0.00016489
./Hollinger/g7jac160sc/g7jac160sc.mtx,4.023E-05,0.00010903,2.189E-05,4.929E-05,2.338E-05,5.597E-05,2.28E-05,3.623E-05,2.859E-05,0.00010159,1.243E-05,3.907E-05,3.997E-05,0.00010931,0.0001679,0.00016379
./Hollinger/g7jac180/g7jac180.mtx,4.532E-05,7.235E-05,2.37E-05,3.466E-05,2.557E-05,4.785E-05,2.492E-05,3.323E-05,3.294E-05,6.644E-05,1.359E-05,2.89E-05,4.463E-05,7.071E-05,0.00017237,0.00016397
./Hollinger/g7jac180sc/g7jac180sc.mtx,4.557E-05,7.229E-05,2.363E-05,3.507E-05,2.539E-05,4.792E-05,2.51E-05,3.688E-05,3.291E-05,6.647E-05,1.358E-05,2.892E-05,4.459E-05,7.008E-05,0.00017022,0.00016814
./Hollinger/g7jac200/g7jac200.mtx,5.052E-05,7.831E-05,2.529E-05,4.162E-05,2.79E-05,4.439E-05,2.621E-05,3.904E-05,3.598E-05,7.483E-05,1.482E-05,3.68E-05,4.991E-05,8.682E-05,0.00017336,0.0001676
./Hollinger/g7jac200sc/g7jac200sc.mtx,5.044E-05,7.826E-05,2.524E-05,4.159E-05,2.802E-05,4.307E-05,2.626E-05,3.818E-05,3.599E-05,7.509E-05,1.481E-05,3.694E-05,4.997E-05,8.608E-05,0.00017178,0.000166
./Hollinger/jan99jac060/jan99jac060.mtx,8.32E-06,9.24E-06,1.046E-05,1.073E-05,8.05E-06,8.49E-06,1.091E-05,1.118E-05,8.32E-06,8.45E-06,6.17E-06,5.85E-06,4.248E-05,3.376E-05,0.00016683,0.00016961
./Hollinger/jan99jac060sc/jan99jac060sc.mtx,8.36E-06,9.28E-06,1.046E-05,1.076E-05,8E-06,8.35E-06,1.089E-05,1.12E-05,8.42E-06,8.44E-06,6.2E-06,5.83E-06,4.289E-05,3.378E-05,0.00016652,0.00016628
./Hollinger/jan99jac080/jan99jac080.mtx,1.048E-05,1.126E-05,1.156E-05,1.256E-05,9.43E-06,1.013E-05,1.194E-05,1.259E-05,9.05E-06,1.082E-05,6.61E-06,6.29E-06,4.316E-05,3.46E-05,0.00016672,0.00016638
./Hollinger/jan99jac080sc/jan99jac080sc.mtx,1.045E-05,1.13E-05,1.154E-05,1.257E-05,9.46E-06,1.006E-05,1.2E-05,1.258E-05,9.39E-06,1.087E-05,6.7E-06,6.33E-06,4.402E-05,3.415E-05,0.00016621,0.00016694
./Hollinger/jan99jac100/jan99jac100.mtx,1.273E-05,1.445E-05,1.278E-05,1.291E-05,1.083E-05,1.168E-05,1.318E-05,1.442E-05,1.08E-05,1.167E-05,7.13E-06,6.67E-06,4.376E-05,3.345E-05,0.00016771,0.00016909
./Hollinger/jan99jac100sc/jan99jac100sc.mtx,1.277E-05,1.448E-05,1.28E-05,1.29E-05,1.066E-05,1.158E-05,1.359E-05,1.445E-05,1.07E-05,1.167E-05,7.08E-06,6.69E-06,4.52E-05,3.315E-05,0.00016619,0.00016509
./Hollinger/jan99jac120/jan99jac120.mtx,1.482E-05,1.703E-05,1.381E-05,1.416E-05,1.212E-05,1.324E-05,1.469E-05,1.482E-05,1.198E-05,1.359E-05,7.67E-06,7.22E-06,4.636E-05,4.031E-05,0.00016471,0.00016868
./Hollinger/jan99jac120sc/jan99jac120sc.mtx,1.481E-05,1.702E-05,1.378E-05,1.406E-05,1.197E-05,1.318E-05,1.431E-05,1.467E-05,1.235E-05,1.359E-05,7.64E-06,7.22E-06,4.681E-05,4.125E-05,0.00016752,0.00016654
./Hollinger/mark3jac040/mark3jac040.mtx,7.02E-06,7.41E-06,9.91E-06,1.036E-05,7.48E-06,7.57E-06,1.054E-05,1.028E-05,8.53E-06,7.21E-06,5.89E-06,5.7E-06,4.219E-05,4.018E-05,0.00016822,0.00016789
./Hollinger/mark3jac040sc/mark3jac040sc.mtx,6.99E-06,7.48E-06,9.72E-06,1.035E-05,7.42E-06,7.59E-06,1.029E-05,1.032E-05,8.66E-06,7.19E-06,5.92E-06,5.75E-06,4.221E-05,3.897E-05,0.00016589,0.00016781
./Hollinger/mark3jac060/mark3jac060.mtx,9.76E-06,1.052E-05,1.109E-05,1.223E-05,9.06E-06,9.26E-06,1.185E-05,1.243E-05,1.024E-05,9.31E-06,6.59E-06,6.25E-06,4.478E-05,4.094E-05,0.00016818,0.00016832
./Hollinger/mark3jac060sc/mark3jac060sc.mtx,9.75E-06,1.054E-05,1.094E-05,1.23E-05,9.14E-06,9.43E-06,1.176E-05,1.217E-05,1.032E-05,9.23E-06,6.59E-06,6.26E-06,4.464E-05,4.078E-05,0.00016828,0.0001675
./Hollinger/mark3jac080/mark3jac080.mtx,1.249E-05,1.326E-05,1.222E-05,1.375E-05,1.078E-05,1.133E-05,1.333E-05,1.399E-05,1.271E-05,1.227E-05,7.09E-06,6.81E-06,4.665E-05,4.259E-05,0.00016686,0.00016741
./Hollinger/mark3jac080sc/mark3jac080sc.mtx,1.251E-05,1.328E-05,1.214E-05,1.377E-05,1.063E-05,1.119E-05,1.332E-05,1.398E-05,1.266E-05,1.218E-05,7.2E-06,6.76E-06,4.69E-05,4.279E-05,0.00016683,0.00016766
./Hollinger/mark3jac100/mark3jac100.mtx,1.508E-05,1.617E-05,1.365E-05,1.519E-05,1.23E-05,1.3E-05,1.468E-05,1.597E-05,1.373E-05,1.352E-05,7.83E-06,7.43E-06,4.932E-05,4.107E-05,0.00016766,0.00016669
./Hollinger/mark3jac100sc/mark3jac100sc.mtx,1.51E-05,1.617E-05,1.383E-05,1.511E-05,1.255E-05,1.295E-05,1.503E-05,1.601E-05,1.378E-05,1.345E-05,7.78E-06,7.46E-06,4.929E-05,4.194E-05,0.00016526,0.00016735
./Hollinger/mark3jac120/mark3jac120.mtx,1.785E-05,1.956E-05,1.479E-05,1.706E-05,1.431E-05,1.476E-05,1.627E-05,1.671E-05,1.54E-05,1.626E-05,8.39E-06,8.04E-06,5.116E-05,4.724E-05,0.00016327,0.00016804
./Hollinger/mark3jac120sc/mark3jac120sc.mtx,1.785E-05,1.944E-05,1.482E-05,1.701E-05,1.431E-05,1.505E-05,1.612E-05,1.728E-05,1.528E-05,1.625E-05,8.41E-06,8.02E-06,5.032E-05,4.65E-05,0.00016507,0.00016806
./Hollinger/mark3jac140/mark3jac140.mtx,2.079E-05,2.285E-05,1.594E-05,1.867E-05,1.548E-05,1.678E-05,1.749E-05,1.825E-05,1.726E-05,1.796E-05,9.03E-06,8.64E-06,5.29E-05,4.589E-05,0.0001669,0.00016716
./Hollinger/mark3jac140sc/mark3jac140sc.mtx,2.084E-05,2.284E-05,1.602E-05,1.861E-05,1.543E-05,1.608E-05,1.714E-05,1.878E-05,1.723E-05,1.798E-05,9.05E-06,8.65E-06,5.269E-05,4.562E-05,0.00016487,0.00016623
./LPnetlib/lp_cre_b/lp_cre_b.mtx,6.42E-05,3.566E-05,5.753E-05,2.953E-05,4.899E-05,2.845E-05,3.125E-05,2.578E-05,9.25E-05,4.16E-05,5.412E-05,2.637E-05,0.00013557,6.252E-05,5.845E-05,4.287E-05
./LPnetlib/lp_cre_d/lp_cre_d.mtx,6.628E-05,4.387E-05,4.691E-05,3.47E-05,4.423E-05,2.679E-05,2.605E-05,3.409E-05,8.851E-05,4.853E-05,3.635E-05,3.484E-05,0.00010588,7.199E-05,4.692E-05,0.00016252
./LPnetlib/lp_fit2d/lp_fit2d.mtx,2.013E-05,1.305E-05,1.482E-05,1.481E-05,1.09E-05,1.428E-05,1.331E-05,1.395E-05,1.707E-05,1.676E-05,1.47E-05,1.461E-05,3.453E-05,3.461E-05,0.00016093,0.0001646
./LPnetlib/lp_ken_18/lp_ken_18.mtx,6.588E-05,3.22E-05,7.053E-05,2.692E-05,6.344E-05,2.791E-05,6.992E-05,2.96E-05,0.00010127,3.142E-05,7.679E-05,2.149E-05,0.00015653,5.996E-05,0.00017145,0.00016047
./LPnetlib/lp_maros_r7/lp_maros_r7.mtx,8.5E-06,8.49E-06,1.038E-05,1.002E-05,8.04E-06,8.35E-06,1.066E-05,1.041E-05,7.71E-06,8.86E-06,6.31E-06,6.44E-06,3.361E-05,3.999E-05,4.242E-05,0.00016231
./LPnetlib/lp_osa_07/lp_osa_07.mtx,9.752E-05,6.016E-05,8.707E-05,7.288E-05,6.993E-05,5.519E-05,6.548E-05,5.907E-05,0.00011828,8.979E-05,9.444E-05,7.544E-05,0.00019307,0.00015575,0.00012324,0.00016524
./LPnetlib/lp_osa_14/lp_osa_14.mtx,0.00024262,0.00013792,0.00021445,0.00015522,0.00019253,0.00012037,0.00019493,0.0001409,0.00034877,0.00021109,0.00022552,0.00017111,0.00060306,0.00044874,0.00066204,0.00057038
./LPnetlib/lp_osa_30/lp_osa_30.mtx,0.00046514,0.00026092,0.00063867,0.00030558,0.00044908,0.00025566,0.00039319,0.00027604,0.00073672,0.00041317,0.00054361,0.00032359,0.00130304,0.00079323,0.00136283,0.00066614
./LPnetlib/lp_pds_10/lp_pds_10.mtx,8.65E-06,7.08E-06,1.063E-05,1.036E-05,8.16E-06,7.34E-06,1.181E-05,9.97E-06,6.85E-06,6.93E-06,6.08E-06,5.87E-06,4.172E-05,3.477E-05,4.469E-05,0.00016159
./LPnetlib/lp_pds_20/lp_pds_20.mtx,1.855E-05,1.767E-05,1.561E-05,1.344E-05,1.391E-05,1.188E-05,1.79E-05,1.402E-05,1.248E-05,1.418E-05,7.58E-06,6.59E-06,4.157E-05,3.033E-05,4.776E-05,0.0001656
./Mallya/lhr07/lhr07.mtx,1.002E-05,1.108E-05,1.076E-05,1.151E-05,8.94E-06,1.001E-05,1.124E-05,1.198E-05,8.53E-06,1.083E-05,6.45E-06,6.32E-06,3.622E-05,2.988E-05,4.341E-05,4.444E-05
./Mallya/lhr07c/lhr07c.mtx,1.002E-05,1.113E-05,1.083E-05,1.147E-05,8.89E-06,9.85E-06,1.127E-05,1.181E-05,8.49E-06,1.081E-05,6.41E-06,6.32E-06,3.601E-05,2.98E-05,4.342E-05,4.456E-05
./Mallya/lhr10/lhr10.mtx,1.408E-05,1.556E-05,1.25E-05,1.389E-05,1.143E-05,1.284E-05,1.279E-05,1.525E-05,1.255E-05,1.591E-05,7.24E-06,7.12E-06,3.987E-05,2.873E-05,0.00016135,0.000162
./Mallya/lhr10c/lhr10c.mtx,1.411E-05,1.563E-05,1.231E-05,1.392E-05,1.14E-05,1.291E-05,1.292E-05,1.536E-05,1.253E-05,1.593E-05,7.26E-06,7.12E-06,3.989E-05,2.914E-05,0.00016195,0.00016225
./Mallya/lhr11/lhr11.mtx,1.416E-05,1.832E-05,1.259E-05,1.401E-05,1.13E-05,1.3E-05,1.337E-05,1.495E-05,1.157E-05,1.582E-05,7.32E-06,7.12E-06,3.832E-05,2.804E-05,4.311E-05,4.463E-05
./Mallya/lhr11c/lhr11c.mtx,1.418E-05,1.835E-05,1.266E-05,1.406E-05,1.128E-05,1.297E-05,1.337E-05,1.48E-05,1.16E-05,1.585E-05,7.29E-06,7.18E-06,3.831E-05,2.801E-05,4.386E-05,4.434E-05
./Mallya/lhr14/lhr14.mtx,1.829E-05,1.843E-05,1.419E-05,1.506E-05,1.393E-05,1.511E-05,1.511E-05,1.726E-05,1.542E-05,2.114E-05,8.43E-06,9.73E-06,3.915E-05,3.194E-05,0.00016698,0.00016716
./Mallya/lhr14c/lhr14c.mtx,1.815E-05,1.844E-05,1.424E-05,1.498E-05,1.383E-05,1.506E-05,1.488E-05,1.667E-05,1.526E-05,2.12E-05,8.53E-06,9.69E-06,3.839E-05,3.225E-05,0.00016693,0.00016658
./Mallya/lhr17/lhr17.mtx,2.194E-05,3.108E-05,1.552E-05,1.798E-05,1.612E-05,2.047E-05,1.701E-05,2.024E-05,1.72E-05,2.968E-05,9.12E-06,1.256E-05,4.26E-05,3.237E-05,0.00016638,0.00016441
./Mallya/lhr17c/lhr17c.mtx,2.202E-05,3.113E-05,1.558E-05,1.783E-05,1.615E-05,2.042E-05,1.702E-05,1.997E-05,1.725E-05,2.972E-05,9.21E-06,1.258E-05,4.244E-05,3.241E-05,0.00016425,0.00016766
./Mallya/lhr34/lhr34.mtx,4.227E-05,4.549E-05,2.291E-05,2.399E-05,2.566E-05,2.736E-05,2.445E-05,2.646E-05,3.148E-05,3.729E-05,1.396E-05,1.58E-05,4.971E-05,4.289E-05,0.0001694,0.000172
./Mallya/lhr34c/lhr34c.mtx,4.22E-05,4.539E-05,2.305E-05,2.398E-05,2.576E-05,2.69E-05,2.438E-05,2.64E-05,3.155E-05,3.734E-05,1.407E-05,1.578E-05,5.039E-05,4.344E-05,0.00016902,0.00017157
./Mulvey/finan512/finan512.mtx,3.033E-05,3.221E-05,1.899E-05,2.091E-05,2.315E-05,2.255E-05,2.237E-05,2.52E-05,2.195E-05,2.335E-05,1.117E-05,1.133E-05,5.117E-05,5.562E-05,0.0001694,0.0001656
./Mulvey/pfinan512/pfinan512.mtx,2.54E-05,2.282E-05,1.505E-05,1.71E-05,1.833E-05,1.588E-05,1.881E-05,1.747E-05,1.669E-05,1.735E-05,8.58E-06,9.12E-06,3.923E-05,5.049E-05,0.00016807,0.00016591
./Nasa/nasa2910/nasa2910.mtx,1.253E-05,1.228E-05,1.104E-05,1.134E-05,9.83E-06,9.75E-06,1.14E-05,1.157E-05,1.202E-05,1.149E-05,6.45E-06,6.42E-06,3.677E-05,3.493E-05,0.00016158,0.00016623
./Nasa/nasa4704/nasa4704.mtx,6.56E-06,6.53E-06,9.19E-06,9.39E-06,6.69E-06,6.88E-06,9.36E-06,9.34E-06,7.38E-06,7.31E-06,5.9E-06,5.87E-06,4.037E-05,3.996E-05,0.00016314,0.00016105
./Nasa/pwt/pwt.mtx,1.395E-05,1.101E-05,1.13E-05,1.111E-05,1.026E-05,9.59E-06,1.235E-05,1.2E-05,1.052E-05,1.013E-05,6.66E-06,6.64E-06,4.176E-05,4.438E-05,0.00016363,0.0001642
./Nasa/shuttle_eddy/shuttle_eddy.mtx,6.03E-06,4.43E-06,7.94E-06,8.17E-06,5.53E-06,5.2E-06,8.53E-06,8.24E-06,5.85E-06,6.09E-06,5.34E-06,5.37E-06,4.003E-05,4.104E-05,0.00016665,0.00016534
./Nasa/skirt/skirt.mtx,6.58E-06,6.89E-06,9.8E-06,9.56E-06,7.08E-06,6.86E-06,9.63E-06,9.69E-06,5.98E-06,5.96E-06,5.71E-06,5.58E-06,4.065E-05,3.521E-05,4.29E-05,4.335E-05
./Nemeth/nemeth01/nemeth01.mtx,4.062E-05,4.073E-05,2.096E-05,2.099E-05,2.337E-05,2.262E-05,2.381E-05,2.382E-05,3.116E-05,3.106E-05,1.416E-05,1.41E-05,6.23E-05,6.088E-05,0.00016505,0.00016375
./Nemeth/nemeth02/nemeth02.mtx,2.08E-05,2.1E-05,1.49E-05,1.496E-05,1.534E-05,1.526E-05,1.638E-05,1.643E-05,1.76E-05,1.789E-05,9.64E-06,9.62E-06,5.047E-05,5.018E-05,0.0001577,0.00015993
./Nemeth/nemeth03/nemeth03.mtx,2.082E-05,2.107E-05,1.485E-05,1.483E-05,1.524E-05,1.47E-05,1.617E-05,1.625E-05,1.775E-05,1.776E-05,9.59E-06,9.57E-06,4.985E-05,5.069E-05,0.00015905,0.00015948
./Nemeth/nemeth04/nemeth04.mtx,2.078E-05,2.108E-05,1.436E-05,1.491E-05,1.523E-05,1.504E-05,1.65E-05,1.625E-05,1.775E-05,1.771E-05,9.62E-06,9.62E-06,5.121E-05,5.063E-05,0.00016208,0.00016015
./Nemeth/nemeth05/nemeth05.mtx,2.08E-05,2.107E-05,1.485E-05,1.493E-05,1.533E-05,1.497E-05,1.628E-05,1.61E-05,1.774E-05,1.77E-05,9.57E-06,9.66E-06,5.04E-05,5.069E-05,0.00016218,0.00015934
./Nemeth/nemeth06/nemeth06.mtx,2.08E-05,2.106E-05,1.489E-05,1.487E-05,1.458E-05,1.464E-05,1.632E-05,1.63E-05,1.77E-05,1.778E-05,9.54E-06,9.61E-06,4.969E-05,5.085E-05,0.00016152,0.00015791
