,AMD16_Normal,AMD16_Reordered,AMD64_Normal,AMD64_Reordered,AMD48_Normal,AMD48_Reordered,AMD128_Normal,AMD128_Reordered,SKY32_Normal,SKY32_Reordered,ICE72_Normal,ICE72_Reordered,ARM_Normal,ARM_Reordered,HUA_Normal,HUA_Reordered
./LAW/webbase-2001/webbase-2001.mtx,0.199153,0.367358,0.132868,1.448142,0.075104,0.132966,0.060778,0.179909,0.248071,0.383456,0.066137,0.171433,0.20829,0.50418,0.095756,0.163655
./LAW/it-2004/it-2004.mtx,0.177677,0.312185,0.185688,0.900042,0.114518,0.21815,0.076415,0.14683,0.170358,0.636149,0.096315,0.563362,0.463795,1.044115,0.123206,0.596106
./LAW/sk-2005/sk-2005.mtx,0.231348,0.525479,1.44062,1.375175,0.141796,0.59646,0.100127,0.34661,0.354516,0.787034,0.116321,0.565125,0.635271,1.386037,0.21385,0.940878
./Mycielski/mycielskian20/mycielskian20.mtx,0.356741,0.615303,3.439882,1.609371,0.658865,0.907335,0.373049,0.631131,0.49068,1.27496,0.735741,0.6949,0.775271,2.293953,1.011961,2.199504
./SNAP/com-Friendster/com-Friendster.mtx,2.467206,3.925031,1.708135,2.270851,2.541442,2.506614,1.855732,1.536339,1.547348,3.396588,0.822938,1.090695,4.086336,3.224274,2.779885,2.678558
./SNAP/twitter7/twitter7.mtx,3.536113,4.020812,2.849441,3.663478,3.252828,4.057063,2.261417,1.971006,2.900958,3.762,1.218261,1.770266,3.397641,4.392367,3.785161,3.988072
./Sybrandt/MOLIERE_2016/MOLIERE_2016.mtx,0,0,14.821494,8.411462,11.961826,7.832131,9.259801,5.917874,13.926306,8.131754,5.950994,4.177279,14.82415,12.066645,17.827415,0
./GAP/GAP-twitter/GAP-twitter.mtx,2.897081,2.664425,2.245124,2.303173,2.228999,1.518042,1.536775,1.591342,2.198941,2.253276,0.737241,1.192058,2.163577,0,0,0
./GAP/GAP-web/GAP-web.mtx,0.229644,0.522896,1.272979,1.541844,1.110916,0.265827,0.09933,0.445171,0.647508,0.845849,0.118088,0.435741,0,0,0,0
./GAP/GAP-kron/GAP-kron.mtx,2.546252,7.898165,3.316195,10.858309,2.613728,5.130328,1.995364,4.737036,2.539354,14.598422,1.146109,5.733826,0,0,0,0
./GAP/GAP-urand/GAP-urand.mtx,3.838401,2.42756,3.416329,2.50245,5.057888,4.28849,3.584082,2.833464,2.942618,1.695867,1.150295,0.935769,0,0,0,0
./Sybrandt/AGATHA_2015/AGATHA_2015.mtx,0,0,14.093216,0,9.487829,8.52215,8.351691,0,9.922739,0,4.776758,0,0,0,0,0
./Schenk/nlpkkt160/nlpkkt160.mtx,0.2005431,0.1162017,0.3965668,0.0950322,0.1775566,0.0461236,0.2037076,0.041006,0.174107,0.0741167,0.0101521,0.0098675,0.2678895,0.1493781,0.1615848,0.0507546
./Schenk/nlpkkt200/nlpkkt200.mtx,0.166121,0.0952665,0.2291537,0.0568605,0.1757207,0.0392182,0.1834252,0.0334878,0.1560975,0.0591373,0.0202866,0.020358,0.1944366,0.1195857,0.1343369,0.0435918
./Schenk/nlpkkt240/nlpkkt240.mtx,0.0793123,0.0348669,0.1166315,0.0233018,0.1174766,0.0174355,0.099016,0.0140652,0.0619076,0.0240372,0.0353566,0.0342427,0.0981378,0.025375,0.0636977,0.0189637
./Fluorem/HV15R/HV15R.mtx,0.170402,0.1614451,0.238399,0.176338,0.1249298,0.0645476,0.1280257,0.0546126,0.1591048,0.1068548,0.0110766,0.0110615,0.2672339,0.1805458,0.138797,0.068362
./LAW/hollywood-2009/hollywood-2009.mtx,0.0659465,0.0373111,0.0936737,0.0198857,0.0980554,0.013883,0.0761083,0.0115077,0.0494299,0.0212829,0.0172638,0.0192309,0.0822597,0.0235404,0.0511265,0.0148911
./LAW/uk-2002/uk-2002.mtx,0.0285096,0.0174875,0.0272485,0.0086846,0.0121204,0.006748,0.0098961,0.0051626,0.0189758,0.0116291,0.0165772,0.020129,0.0454384,0.0238576,0.0187961,0.0099993
./LAW/indochina-2004/indochina-2004.mtx,0.0845762,0.046699,0.0628831,0.0373219,0.0398094,0.0219362,0.0253145,0.0176987,0.0552092,0.0325422,0.0655557,0.0805588,0.1027193,0.1305846,0.0482773,0.0296595
./LAW/arabic-2005/arabic-2005.mtx,0.0266893,0.0267014,0.0143532,0.0141704,0.0114629,0.0112078,0.0099925,0.009487,0.0187484,0.0182569,0.0384249,0.0973621,0.030823,0.0242336,0.0140629,0.0143231
./LAW/uk-2005/uk-2005.mtx,0.0525751,0.05227,0.0278733,0.0274467,0.0230419,0.0226072,0.0206256,0.0195364,0.0363268,0.0376187,0.0587625,0.1172728,0.0542871,0.1260024,0.0272892,0.0273276
./DIMACS10/delaunay_n24/delaunay_n24.mtx,0.0909859,0.0906659,0.0480894,0.0478521,0.0405466,0.0406194,0.0361143,0.0347812,0.0765136,0.0699092,0.007671,0.0064582,0.0875661,0.2434905,0.0474174,0.0456318
./DIMACS10/kron_g500-logn21/kron_g500-logn21.mtx,0.0298443,0.0299244,0.0156637,0.0156364,0.013405,0.0127407,0.0108633,0.0106379,0.019495,0.0217492,0.0163078,0.0943574,0.020035,0.0761399,0.0139997,0.0131522
./DIMACS10/rgg_n_2_23_s0/rgg_n_2_23_s0.mtx,0.020527,0.0345644,0.041924,0.0600018,0.0172013,0.021414,0.0141216,0.0184425,0.0302146,0.0385251,0.0071132,0.0073898,0.0538584,0.0461345,0.0369578,0.0358857
./DIMACS10/rgg_n_2_24_s0/rgg_n_2_24_s0.mtx,0.0449381,0.0603021,0.0266586,0.0848784,0.018253,0.030157,0.014356,0.0288696,0.0299153,0.0374644,0.0154507,0.0163462,0.0775053,0.0965205,0.0215806,0.0272527
./DIMACS10/europe_osm/europe_osm.mtx,0.0629901,0.0612911,0.0633862,0.1652165,0.0471931,0.0615532,0.0505405,0.0686006,0.0734259,0.1027932,0.0115561,0.0092676,0.1462576,0.5080306,0.1453889,0.2363702
./Janna/Flan_1565/Flan_1565.mtx,0.0804406,0.1105033,0.0422715,0.2748417,0.038043,0.0530058,0.0330453,0.0532372,0.0555389,0.112464,0.0044463,0.0044578,0.0978118,0.3181846,0.055824,0.1505117
./Janna/Cube_Coup_dt0/Cube_Coup_dt0.mtx,0.182029,0.1944097,0.1727065,0.478211,0.0650552,0.1170048,0.068628,0.1125714,0.1747862,0.1938338,0.0048826,0.0050972,0.2046608,0.4743819,0.0893901,0.2621576
./Janna/Cube_Coup_dt6/Cube_Coup_dt6.mtx,0.0140964,0.0100368,0.0180748,0.0119008,0.0086805,0.0066029,0.0065005,0.0046521,0.0111582,0.0103385,0.0048745,0.0051027,0.0289635,0.0252954,0.0103083,0.0072268
./Janna/ML_Geer/ML_Geer.mtx,0.0521266,0.1287488,0.0673572,0.2162453,0.0151867,0.1179581,0.0135434,0.0754337,0.0380233,0.2026014,0.004206,0.0041918,0.0517419,0.221282,0.0395889,0.2040728
./Janna/Bump_2911/Bump_2911.mtx,0.0099572,0.0088098,0.0148342,0.0147461,0.0064862,0.0067566,0.0048465,0.0047899,0.0097604,0.0098648,0.0052389,0.005259,0.0214452,0.0217063,0.0087933,0.0087707
./Janna/Queen_4147/Queen_4147.mtx,0.0218669,0.0180679,0.0306985,0.0308257,0.0153703,0.0164739,0.013233,0.0135532,0.0203665,0.0209399,0.0129038,0.0156811,0.0440776,0.0446092,0.0181649,0.0181435
./Mycielski/mycielskian17/mycielskian17.mtx,0.0379419,0.019979,0.0261538,0.0155051,0.020396,0.0111331,0.0135529,0.0089259,0.0241477,0.0155865,0.009792,0.0137447,0.0309109,0.031042,0.0158264,0.0119559
./Mycielski/mycielskian18/mycielskian18.mtx,0.0122786,0.0122915,0.0063829,0.006385,0.0047345,0.0047724,0.0036607,0.0036633,0.0074007,0.0074847,0.0297465,0.0435359,0.0066787,0.0092396,0.0053963,0.0056356
./Mycielski/mycielskian19/mycielskian19.mtx,0.0135989,0.0135938,0.0070568,0.0070277,0.005355,0.0056636,0.0040862,0.0040195,0.0082439,0.0080139,0.0906599,0.143976,0.0073034,0.0106116,0.0062923,0.0064846
./SNAP/com-Orkut/com-Orkut.mtx,0.013589,0.0136106,0.0070317,0.0070247,0.0053416,0.0052932,0.0040714,0.0040085,0.0083446,0.0082212,0.0189719,0.0166851,0.0073223,0.0109547,0.0062396,0.0064465
./GenBank/kmer_A2a/kmer_A2a.mtx,0.0115058,0.0115049,0.0059718,0.0059505,0.0044422,0.0044069,0.0033262,0.0033397,0.0069562,0.0068211,0.10037,0.0422874,0.0063506,0.006423,0.0051078,0.0053303
./GenBank/kmer_P1a/kmer_P1a.mtx,0.01406,0.0140472,0.0079698,0.0074934,0.0058289,0.0056816,0.004262,0.0041971,0.0087035,0.0086979,0.0762219,0.0356518,0.0211578,0.0216617,0.0078015,0.0080349
./GenBank/kmer_U1a/kmer_U1a.mtx,0.0344635,0.0344951,0.0178976,0.0177912,0.0151755,0.0147794,0.0127541,0.0130318,0.0203427,0.0200337,0.0358278,0.0140045,0.0229407,0.094609,0.0150211,0.0163891
./GenBank/kmer_V1r/kmer_V1r.mtx,0.0122722,0.0187932,0.0289869,0.0420625,0.0120041,0.0166775,0.0086414,0.014118,0.0145844,0.0233696,0.0993867,0.0564215,0.0252522,0.0317355,0.0156546,0.0256706
./GenBank/kmer_V2a/kmer_V2a.mtx,0.0373039,0.0594129,0.0881173,0.138209,0.0635877,0.054443,0.0398207,0.0463168,0.0447893,0.0760453,0.0277521,0.0116709,0.0561593,0.104137,0.051375,0.0916853
./VLSI/vas_stokes_4M/vas_stokes_4M.mtx,0.1139175,0.1900756,0.2646571,0.4241953,0.1274302,0.1899212,0.1486455,0.167026,0.2115505,0.2629478,0.0093146,0.0064576,0.2236712,0.3900443,0.1752603,0.3525481
./VLSI/stokes/stokes.mtx,0.053157,0.0438911,0.0664743,0.0762521,0.0155152,0.0185591,0.014837,0.0156566,0.0369129,0.0354746,0.027566,0.0201128,0.046781,0.0429482,0.0392905,0.0465503
./Boeing/pwtk/pwtk.mtx,0.00064428,0.00064732,0.00021418,0.00024336,0.00026473,0.00024337,0.00022734,0.00022349,0.00065164,0.00064752,0.00023537,0.00023786,0.0005455,0.00052452,0.00051626,0.00049553
./Chen/pkustk14/pkustk14.mtx,0.00061246,0.00066853,0.0003043,0.0002934,0.0002872,0.00022487,0.00023883,0.00019119,0.00065903,0.00062646,0.00028172,0.00019208,0.0007775,0.00062587,0.00238237,0.00048175
./Kim/kim2/kim2.mtx,0.0006234,0.00063793,0.00020332,0.00021594,0.0002276,0.00022927,0.00020602,0.00021095,0.00071045,0.00081811,0.00023196,0.00023539,0.0004895,0.00048694,0.00034998,0.00054231
./vanHeukelum/cage14/cage14.mtx,0.00371776,0.00360796,0.00357598,0.00269366,0.00090477,0.00088526,0.00050307,0.000532,0.00236721,0.00247298,0.00108607,0.00113273,0.00799056,0.00691562,0.00216988,0.00224855
./vanHeukelum/cage15/cage15.mtx,0.01514057,0.01399828,0.01313962,0.00922475,0.00543053,0.00516243,0.00401587,0.00385288,0.00929519,0.01075614,0.00448281,0.00456141,0.02690758,0.02034857,0.00708304,0.00733978
./ND/nd12k/nd12k.mtx,0.00124098,0.00115089,0.00089802,0.00047499,0.00034301,0.00034015,0.00035155,0.00025346,0.00094833,0.00138931,0.00032349,0.0003175,0.00130166,0.00074121,0.00075262,0.00065776
./ND/nd24k/nd24k.mtx,0.00316372,0.00297186,0.00329915,0.00172995,0.00072778,0.00094583,0.00049098,0.00045569,0.0020587,0.00319332,0.00089434,0.00106062,0.00786041,0.00551875,0.00161224,0.00149533
./Schenk_AFE/af_shell1/af_shell1.mtx,0.00171874,0.00172697,0.00083405,0.00083911,0.0003231,0.00032883,0.0003039,0.00029391,0.00114289,0.00124847,0.00035846,0.00037213,0.00079965,0.00081197,0.00093067,0.00092676
./Schenk_AFE/af_shell2/af_shell2.mtx,0.0017475,0.00184969,0.00084647,0.00083798,0.00032519,0.00032029,0.0002987,0.00028665,0.00106509,0.00111298,0.00037146,0.00036408,0.00081279,0.00081625,0.00095183,0.00093184
./Schenk_AFE/af_shell3/af_shell3.mtx,0.00176126,0.00174801,0.00084154,0.00083971,0.00031705,0.00032246,0.00029747,0.0002892,0.00109883,0.0011228,0.00035885,0.00035805,0.00081867,0.0007987,0.00096692,0.00097472
./Schenk_AFE/af_shell4/af_shell4.mtx,0.00169989,0.0017421,0.00084439,0.00084199,0.0003332,0.00031992,0.00027419,0.00029662,0.00109946,0.0011058,0.00035648,0.00035866,0.00080906,0.00081768,0.00093061,0.00095459
./Schenk_AFE/af_shell5/af_shell5.mtx,0.00173158,0.00176632,0.00083904,0.00083971,0.00032581,0.00036887,0.00027995,0.00028882,0.00104648,0.00110301,0.00036364,0.00035605,0.00081304,0.0022405,0.00096903,0.00094876
./Schenk_AFE/af_shell6/af_shell6.mtx,0.00172912,0.00174272,0.00084278,0.0008395,0.00033184,0.00032376,0.00029028,0.00033021,0.00109484,0.00112389,0.00038378,0.00036959,0.00096058,0.00081653,0.00095523,0.00097588
./Schenk_AFE/af_shell7/af_shell7.mtx,0.00175595,0.00174971,0.00083939,0.00084444,0.00032258,0.00031562,0.00030543,0.00027286,0.00103193,0.00117498,0.00036641,0.00035624,0.00081195,0.00082084,0.00093162,0.00093926
./Schenk_AFE/af_shell8/af_shell8.mtx,0.00173348,0.00176507,0.00084389,0.00084137,0.00032162,0.00033032,0.00027286,0.00029379,0.00113602,0.0010886,0.00035712,0.00035977,0.00081666,0.00081605,0.00094597,0.00095984
./Schenk_AFE/af_shell9/af_shell9.mtx,0.00173714,0.00174098,0.00084089,0.00083771,0.00032571,0.000336,0.00037252,0.00029802,0.00107287,0.00109248,0.00036071,0.00036121,0.00081772,0.0008153,0.00099745,0.0009492
./GHS_indef/bmw3_2/bmw3_2.mtx,0.00072453,0.00067253,0.00031964,0.00025548,0.00024286,0.00024205,0.0002225,0.00022854,0.00081467,0.00077649,0.000239,0.00024885,0.00065455,0.00054798,0.00044433,0.00054643
./GHS_psdef/audikw_1/audikw_1.mtx,0.01418983,0.00816785,0.00985915,0.00421968,0.00575994,0.00397103,0.00319431,0.00185685,0.00922514,0.00550617,0.00403466,0.00280795,0.01745872,0.00821016,0.0066213,0.00384694
./GHS_psdef/bmwcra_1/bmwcra_1.mtx,0.00060183,0.00060147,0.0001913,0.00018806,0.00023482,0.00022689,0.00020454,0.00018866,0.00062297,0.00061659,0.00021397,0.00021092,0.00051095,0.0005002,0.00043375,0.00047825
./GHS_psdef/crankseg_1/crankseg_1.mtx,0.0010325,0.00071308,0.00065759,0.00022991,0.00036416,0.00026183,0.00025522,0.00020618,0.00098142,0.00063704,0.00035214,0.00021905,0.00104219,0.00057323,0.00083849,0.00048089
./GHS_psdef/crankseg_2/crankseg_2.mtx,0.00165443,0.00108895,0.00101093,0.00046494,0.00048998,0.00032715,0.0003073,0.0002474,0.00139694,0.00121219,0.00051624,0.00029136,0.0030019,0.00072168,0.00149342,0.00065259
./DNVS/fcondp2/fcondp2.mtx,0.00026608,0.00026288,0.00011193,0.00011916,0.00014463,0.00014572,7.889E-05,8.62E-05,0.00036527,0.00042828,7.412E-05,8.262E-05,0.00029902,0.00029898,0.00025361,0.00025917
./DNVS/fullb/fullb.mtx,0.00055925,0.00031717,0.00041928,0.00012132,0.00022106,0.00016566,0.00017021,9.359E-05,0.00061954,0.00037859,0.0001634,9.989E-05,0.00092899,0.00033046,0.00040745,0.00027501
./DNVS/halfb/halfb.mtx,0.00047933,0.00033188,0.00040612,0.00012951,0.00023467,0.00015243,0.00016404,9.783E-05,0.00062176,0.00040598,0.00017647,8.882E-05,0.0010569,0.00033705,0.00046621,0.00027216
./GHS_psdef/inline_1/inline_1.mtx,0.00514414,0.00391149,0.00306153,0.00204647,0.00145984,0.0010124,0.00100122,0.00052335,0.00348186,0.00250467,0.00190051,0.00120725,0.00377757,0.00217046,0.00398962,0.00192147
./GHS_psdef/ldoor/ldoor.mtx,0.00558704,0.00488459,0.00315508,0.00255746,0.00159396,0.00147504,0.00063442,0.00061483,0.00320881,0.00316453,0.00171413,0.00165117,0.01119412,0.00293183,0.00317731,0.00256701
./DNVS/troll/troll.mtx,0.00032044,0.0003315,0.00011713,0.00012051,0.00014803,0.00013982,9.252E-05,0.000113,0.000409,0.00050163,8.433E-05,8.778E-05,0.00080437,0.00033134,0.00023526,0.00026976
./PARSEC/Ga41As41H72/Ga41As41H72.mtx,0.00232543,0.002651,0.0013171,0.00478118,0.00048791,0.00088034,0.00037632,0.00054126,0.00184095,0.00230096,0.00061634,0.0009782,0.00147524,0.01003584,0.00150026,0.00231509
./PARSEC/Si41Ge41H72/Si41Ge41H72.mtx,0.00250508,0.00207847,0.00101671,0.00433237,0.0004476,0.00081992,0.0003328,0.00046738,0.00133653,0.00211556,0.00051416,0.000783,0.00134197,0.00901031,0.00136992,0.00168379
./PARSEC/Si87H76/Si87H76.mtx,0.00079756,0.0008596,0.00034569,0.00041717,0.00026743,0.00039348,0.00023462,0.00027013,0.00075895,0.00087092,0.0002569,0.00035527,0.00068192,0.00107701,0.00059069,0.00056094
./PARSEC/SiO2/SiO2.mtx,0.00159565,0.00539924,0.00136415,0.00552068,0.00050918,0.00450258,0.00052117,0.00318156,0.00171372,0.00972143,0.00073318,0.00533967,0.00177376,0.01214478,0.00177963,0.01030654
./Andrianov/mip1/mip1.mtx,0.00098465,0.00149812,0.00146809,0.00358048,0.00032936,0.00047959,0.00026181,0.00032625,0.00094305,0.00145159,0.00031903,0.00054685,0.00103824,0.00422231,0.00136412,0.00157363
./Rajat/rajat31/rajat31.mtx,0.00339526,0.00337308,0.00178631,0.00179534,0.00061365,0.00062496,0.00038626,0.00040466,0.00203604,0.00221337,0.00092084,0.00088344,0.00170272,0.00166093,0.0017519,0.00166781
./Koutsovasilis/F1/F1.mtx,0.00482904,0.0027878,0.002971,0.00144277,0.00136637,0.00067201,0.00060889,0.00039862,0.00390832,0.00176806,0.00155637,0.00078169,0.00625323,0.00135518,0.00288762,0.00147562
./Oberwolfach/bone010/bone010.mtx,0.00759277,0.00752328,0.00404441,0.00398484,0.00291838,0.0034661,0.00153079,0.00166736,0.00474583,0.00473725,0.00264389,0.00262937,0.0074006,0.00499253,0.00372167,0.00363785
./Oberwolfach/boneS10/boneS10.mtx,0.00587422,0.00593226,0.00333681,0.00307429,0.00184765,0.00236598,0.00078825,0.00084712,0.00376251,0.00378469,0.0020302,0.00197403,0.01091711,0.00415192,0.00298743,0.00311461
./Pajek/patents/patents.mtx,0.01268322,0.00810726,0.01723494,0.00734615,0.00299956,0.00159059,0.00130388,0.00072979,0.01062624,0.00521487,0.00212576,0.00134162,0.01052248,0.00412784,0.00752479,0.00466155
./Schenk_AFE/af_0_k101/af_0_k101.mtx,0.00174615,0.00173836,0.00084057,0.00083468,0.00034332,0.00032202,0.00032486,0.00027319,0.0010638,0.00102286,0.00036655,0.00035588,0.00081343,0.00082102,0.00093039,0.00092275
./Schenk_AFE/af_1_k101/af_1_k101.mtx,0.0017373,0.00171283,0.00083372,0.00083207,0.00032958,0.00033114,0.00030919,0.00029669,0.00112244,0.00094729,0.00035732,0.00035595,0.00080962,0.00081142,0.00091924,0.0009415
./Schenk_AFE/af_2_k101/af_2_k101.mtx,0.00171721,0.00173409,0.00083117,0.00083499,0.00033073,0.00032203,0.00031772,0.00029577,0.00105631,0.00102318,0.00037171,0.00037292,0.00080541,0.00080251,0.00093228,0.0009271
./Schenk_AFE/af_3_k101/af_3_k101.mtx,0.00172181,0.0017738,0.00082788,0.0008282,0.00033603,0.0003206,0.00027959,0.00029498,0.00107246,0.00113559,0.00035414,0.00036002,0.00081693,0.00081614,0.00091998,0.00095734
./Schenk_AFE/af_4_k101/af_4_k101.mtx,0.00173479,0.00172997,0.0008303,0.00083132,0.00033637,0.0003219,0.0002858,0.0002737,0.00103447,0.00103189,0.0003579,0.00037199,0.00079303,0.00080405,0.00096481,0.00091526
./Schenk_AFE/af_5_k101/af_5_k101.mtx,0.0017284,0.00173872,0.00083296,0.00083322,0.00032637,0.00031767,0.00030747,0.00029887,0.00105565,0.00107746,0.00035321,0.00036705,0.00081722,0.00081381,0.00094609,0.00092782
./Schenk_AFE/af_shell10/af_shell10.mtx,0.00570436,0.00563205,0.00294749,0.00294988,0.00178783,0.00174942,0.00074459,0.0007098,0.0035022,0.00355057,0.00188772,0.00189362,0.00314381,0.00340299,0.00302052,0.00311691
./INPRO/msdoor/msdoor.mtx,0.00230304,0.00204063,0.00124733,0.00105374,0.0004036,0.00038708,0.00034278,0.00031675,0.00133404,0.00115012,0.00053976,0.00046614,0.00122798,0.00097131,0.00118325,0.00115095
./Mittelmann/rail4284/rail4284.mtx,0.00342556,0.00290728,0.00340893,0.00947663,0.00090402,0.00130191,0.00061241,0.00055735,0.00227825,0.00264954,0.00123735,0.00128355,0.00331764,0.00448354,0.0033762,0.00349281
./Mittelmann/spal_004/spal_004.mtx,0.00542905,0.00588197,0.00328495,0.03119775,0.00143008,0.00370682,0.00074439,0.0015644,0.00416003,0.00681681,0.00189712,0.0051522,0.00336422,0.01250854,0.00318947,0.00393319
./Meszaros/tp-6/tp-6.mtx,0.00214207,0.00269218,0.00250333,0.00955857,0.00118466,0.00229919,0.00122634,0.00216651,0.00207454,0.00488042,0.00157444,0.00290399,0.00349808,0.01771062,0.00494463,0.01111654
./Gleich/wb-edu/wb-edu.mtx,0.00983833,0.01612687,0.00520155,0.01569741,0.00364979,0.0051738,0.00225598,0.00348812,0.00640403,0.00963708,0.00390871,0.00423896,0.01745264,0.02256426,0.00579646,0.00672724
./Gleich/wikipedia-20051105/wikipedia-20051105.mtx,0.0108379,0.01204323,0.01035713,0.01075994,0.00261448,0.0039175,0.00122936,0.00309533,0.00884028,0.01461102,0.00282389,0.00498162,0.00883,0.01234253,0.00949063,0.0153824
./Gleich/wikipedia-20060925/wikipedia-20060925.mtx,0.02763108,0.03220517,0.0233936,0.02906853,0.00709776,0.00788327,0.00374017,0.00513113,0.0195141,0.03601445,0.00697851,0.01482166,0.02126104,0.02798992,0.02472973,0.03289694
./Gleich/wikipedia-20061104/wikipedia-20061104.mtx,0.03053518,0.03385366,0.02512858,0.02591213,0.00773796,0.00617797,0.0041484,0.0045411,0.02083501,0.03510003,0.00759853,0.01281612,0.02320436,0.02500967,0.02684461,0.03026073
./Gleich/wikipedia-20070206/wikipedia-20070206.mtx,0.03656867,0.04122742,0.02938547,0.04636506,0.00976491,0.01168916,0.00525464,0.00616735,0.0232755,0.04690664,0.00919564,0.01768551,0.02949331,0.04022758,0.033256,0.04268137
./BenElechi/BenElechi1/BenElechi1.mtx,0.00086696,0.00092529,0.00029907,0.00029872,0.00026106,0.00026404,0.000224,0.00021633,0.00079354,0.00075429,0.00028446,0.00027343,0.00058396,0.00059358,0.00061768,0.0005993
./Sinclair/3Dspectralwave/3Dspectralwave.mtx,0.00174684,0.00183796,0.00366531,0.00392328,0.00041158,0.0003937,0.00031205,0.00031352,0.00200559,0.00196495,0.00078693,0.00082424,0.00614639,0.00499058,0.00223564,0.00233264
./Sinclair/3Dspectralwave2/3Dspectralwave2.mtx,0.00035197,0.00038044,0.00018238,0.00016354,0.00022649,0.00020188,0.00013958,0.00017377,0.00056144,0.00060061,0.00013708,0.00012571,0.00111824,0.00101383,0.00032242,0.00029164
./Zaoui/kkt_power/kkt_power.mtx,0.00356177,0.00214084,0.00342609,0.00174044,0.00113527,0.0004078,0.00095917,0.00032272,0.00332761,0.00143745,0.00175953,0.0005076,0.00380443,0.00468038,0.0040402,0.00110692
./Schenk/nlpkkt80/nlpkkt80.mtx,0.00328365,0.00319369,0.00170029,0.00168439,0.001598,0.00074452,0.00046908,0.00047159,0.00189032,0.0019967,0.00094042,0.00092527,0.00569526,0.00380537,0.00191325,0.00188863
./Schenk/nlpkkt120/nlpkkt120.mtx,0.01098046,0.01117945,0.00604464,0.00586477,0.0041082,0.00423296,0.00293187,0.00297387,0.00711155,0.00669071,0.0039384,0.00392475,0.01529959,0.01161579,0.00610005,0.00702888
./JGD_GL7d/GL7d16/GL7d16.mtx,0.0022596,0.0017705,0.00140104,0.00102865,0.0005429,0.00049438,0.00048319,0.00043099,0.00357046,0.00261631,0.00080827,0.00063585,0.00403166,0.00279051,0.0027396,0.0018265
./JGD_GL7d/GL7d17/GL7d17.mtx,0.0054594,0.00409951,0.00626682,0.0033216,0.00131875,0.00100352,0.00079637,0.00061126,0.00574253,0.00370467,0.00174401,0.00131182,0.00730332,0.00515647,0.00558384,0.00388968
./JGD_GL7d/GL7d18/GL7d18.mtx,0.00962544,0.00829626,0.00895787,0.00661708,0.00250117,0.00149793,0.00146012,0.00093374,0.00719299,0.00741193,0.00244472,0.00229022,0.01020976,0.00756478,0.00913805,0.00627306
./JGD_GL7d/GL7d19/GL7d19.mtx,0.01194761,0.01020427,0.01103136,0.00699732,0.00344983,0.00162904,0.00253851,0.00092352,0.00962706,0.00550552,0.00280165,0.00241533,0.01170315,0.00844316,0.01539985,0.00726378
./JGD_GL7d/GL7d20/GL7d20.mtx,0.00940076,0.00847926,0.01239777,0.00605071,0.00367934,0.00126548,0.00216423,0.00071933,0.0073184,0.00512708,0.00296376,0.00207865,0.0110569,0.00653202,0.01483476,0.00612414
./JGD_GL7d/GL7d21/GL7d21.mtx,0.00632311,0.00385459,0.00898727,0.00323175,0.00186804,0.00063842,0.00097043,0.00053296,0.00538123,0.00280211,0.00201723,0.00088808,0.00752091,0.00357099,0.00942897,0.00309355
./JGD_Relat/rel9/rel9.mtx,0.00560533,0.00542929,0.00912761,0.00915981,0.00219881,0.00207082,0.00085752,0.00080848,0.00557781,0.00557612,0.00208552,0.00198723,0.00500019,0.00488,0.00353926,0.00325715
./JGD_Relat/relat9/relat9.mtx,0.00743336,0.00718039,0.00960019,0.00956682,0.00292796,0.00278127,0.00155361,0.00138668,0.00672875,0.00578073,0.00277442,0.00264298,0.00619039,0.00484822,0.00488468,0.00400357
./Freescale/Freescale1/Freescale1.mtx,0.00555616,0.00304646,0.00404419,0.00176279,0.00184721,0.00059872,0.00085136,0.00038733,0.00292899,0.0018268,0.00122579,0.00079304,0.00508184,0.00322579,0.00409073,0.00232056
./TSOPF/TSOPF_RS_b2383/TSOPF_RS_b2383.mtx,0.00323983,0.00312236,0.00848365,0.00849418,0.00240708,0.00172746,0.0004891,0.00046962,0.00235446,0.00349159,0.00131438,0.00267913,0.0094074,0.00946973,0.00233784,0.00231371
./TSOPF/TSOPF_FS_b300_c3/TSOPF_FS_b300_c3.mtx,0.00478358,0.0047679,0.00448853,0.01565535,0.00295862,0.00384555,0.00316548,0.00341279,0.00535381,0.00721884,0.00417119,0.00539122,0.00899493,0.01353194,0.00947261,0.01635621
./TSOPF/TSOPF_RS_b2383_c1/TSOPF_RS_b2383_c1.mtx,0.00324001,0.00311842,0.00855632,0.00849853,0.00286529,0.00183811,0.0005462,0.00048496,0.00237037,0.00359222,0.00131658,0.00267479,0.00941796,0.00951791,0.00232477,0.00233229
./Lee/fem_hifreq_circuit/fem_hifreq_circuit.mtx,0.00307672,0.00209349,0.00275403,0.00109904,0.0006689,0.00042698,0.0004372,0.00035397,0.00165104,0.00115013,0.00073209,0.00050718,0.00658255,0.00101144,0.0018058,0.00111011
./Buss/12month1/12month1.mtx,0.00487817,0.00793557,0.00683707,0.0171675,0.0016094,0.00632307,0.00136428,0.00424759,0.00396407,0.01213428,0.00190552,0.0073343,0.0053453,0.01617903,0.00508516,0.01481178
./Bourchtein/atmosmodl/atmosmodl.mtx,0.00087445,0.00091125,0.00039925,0.00032142,0.00022316,0.00023378,0.00024501,0.00024672,0.00074062,0.00074429,0.00027299,0.00026146,0.00057972,0.00058129,0.00064389,0.00056901
